LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD
2393469;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX DANASOUND 163;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;166.000000;
2393564;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 684 PAO;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;460.000000;
2393765;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS SWING I;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;475.000000;
2394351;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS S 1;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;457.000000;
2394977;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P8;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;34.000000;
2395296;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX 123-3-AGCI;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;164.000000;
2395340;AUDIOPROTHESE, < 20 ANS OU CECITE, MINITONE, COSELGI PRINCE;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;283.000000;
2395617;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS MUSIC DI;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;477.000000;
2395764;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON 3 D;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;157.000000;
2395847;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON UE 10;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;436.000000;
2395965;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 71-O;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;108.000000;
2396019;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON RX PRO;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;159.000000;
2396060;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS LSI/S;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;469.000000;
2396485;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 KAMP;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;481.000000;
2396500;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 HDP SUPER;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;480.000000;
2396700;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, SONIC INNOVATIONS, ITE 13;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;278.000000;
2396829;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX G 3;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;17.000000;
2396835;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX CX+;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;38.000000;
2397071;AUDIOPROTHESE, < 20 ANS OU CECITE, JOUVE, R.JOUVE ADAPTON 3;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;416.000000;
2397154;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGIFOCUS II CIC;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;401.000000;
2397177;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX 145 DFS;22SEP2004:00:00:00;0;A;N;2;3;6;1;0;0;0;0;0;0;173.000000;
