GHS_GRP_TYP;GHS_NUM;GHS_NUM_SEC;GHS_LIB;GHS_CRE_DTE;GHS_FER_DTE;GHS_NAT_ASS;GHS_AGE_MIN;GHS_AGE_MAX;GHS_SEX;GHS_CMD;GHS_ARR_DTE;GHS_PJO_DTE;GHS_MAJ_DTE;GHS_DDP_MCO;GHS_EO1_DTE;GHS_DUR_SJ1;GHS_SEU_HT1;GHS_SEU_BA1;GHS_PRU_OC1;GHS_EXH_OC1;GHS_PRU_EX1;GHS_COE_OC1;GHS_COF_OC1;GHS_F01_OC1;GHS_F02_OC1;GHS_F03_OC1;GHS_F04_OC1;GHS_F05_OC1;GHS_F06_OC1;GHS_F07_OC1;GHS_F08_OC1;GHS_F09_OC1;GHS_F10_OC1;GHS_MAJ_OC1;GHS_EO2_DTE;GHS_DUR_SJ2;GHS_SEU_HT2;GHS_SEU_BA2;GHS_PRU_OC2;GHS_EXH_OC2;GHS_PRU_EX2;GHS_COE_OC2;GHS_COF_OC2;GHS_F01_OC2;GHS_F02_OC2;GHS_F03_OC2;GHS_F04_OC2;GHS_F05_OC2;GHS_F06_OC2;GHS_F07_OC2;GHS_F08_OC2;GHS_F09_OC2;GHS_F10_OC2;GHS_MAJ_OC2;GHS_EO3_DTE;GHS_DUR_SJ3;GHS_SEU_HT3;GHS_SEU_BA3;GHS_PRU_OC3;GHS_EXH_OC3;GHS_PRU_EX3;GHS_COE_OC3;GHS_COF_OC3;GHS_F01_OC3;GHS_F02_OC3;GHS_F03_OC3;GHS_F04_OC3;GHS_F05_OC3;GHS_F06_OC3;GHS_F07_OC3;GHS_F08_OC3;GHS_F09_OC3;GHS_F10_OC3;GHS_MAJ_OC3;TEC_COL
S;313;1;Anévrysmes cérébraux, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;17;0;0;1413109.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;17;0;0;1419017.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;26;0;0;1430177.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;313;2;Anévrysmes cérébraux, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;15;0;0;715389.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;15;0;0;691185.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;15;0;0;695620.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;314;1;Accidents vasculaires intracérébraux non transitoires, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;6;13;0;288299.00;1;13910.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;6;13;0;291691.00;1;13919.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;7;19;0;297542.00;1;12554.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;314;2;Accidents vasculaires intracérébraux non transitoires, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;6;14;0;151602.00;1;7117.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;6;14;0;146282.00;1;6867.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;8;19;0;148729.00;1;7392.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;315;1;Accidents vasculaires intracérébraux non transitoires, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;9;20;0;448183.00;1;12220.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;9;20;0;454922.00;1;12141.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;11;28;0;463290.00;1;11327.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;315;2;Accidents vasculaires intracérébraux non transitoires, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;10;23;0;231606.00;1;6583.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;10;23;0;223478.00;1;6352.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;12;30;4;230046.00;1;8057.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;316;1;Accidents vasculaires intracérébraux non transitoires, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;14;31;0;633554.00;1;10260.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;14;31;0;641874.00;1;10087.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;15;39;7;679276.00;1;8472.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;316;2;Accidents vasculaires intracérébraux non transitoires, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;15;38;5;330354.00;1;6869.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;15;38;5;318761.00;1;6628.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;15;38;5;321149.00;1;7224.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;317;1;Accidents vasculaires intracérébraux non transitoires, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;24;57;0;900319.00;1;27993.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;24;57;0;904135.00;1;28112.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;28;71;8;950367.00;1;24924.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;317;2;Accidents vasculaires intracérébraux non transitoires, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;1;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;28;70;12;550150.00;1;14298.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;28;70;12;530843.00;1;13796.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;28;70;12;552349.00;1;14593.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;431;1;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;5;0;0;361023.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;5;0;0;362589.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;7;0;0;366072.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;431;2;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;4;0;0;212961.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;4;0;0;206209.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;3;0;0;207939.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;432;1;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;7;0;0;798904.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;7;0;0;802369.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;7;0;0;810075.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;432;2;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;471257.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;456316.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;4;0;0;460145.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;433;1;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;6;0;0;1042240.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;6;0;0;1046761.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;9;0;0;1056815.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;433;2;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;614800.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;595309.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;6;0;0;600304.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;434;1;Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;83242.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;83603.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;87543.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;434;2;Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;42824.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;48784.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;57874.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;435;1;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;1;3;0;112450.00;1;19041.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;1;3;0;112921.00;1;19121.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;2;4;0;114663.00;1;15561.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;435;2;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;1;3;0;50727.00;1;29885.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;1;3;0;49332.00;1;29063.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;1;3;0;50062.00;1;13939.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;436;1;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;6;13;0;345958.00;1;16647.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;6;13;0;347408.00;1;16717.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;8;20;0;363639.00;1;33657.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;436;2;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;5;0;0;180545.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;5;0;0;174808.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;4;12;0;175515.00;1;27357.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;437;1;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;10;31;0;645616.00;1;46978.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;10;31;0;648322.00;1;47175.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;12;31;0;771039.00;1;45323.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;437;2;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;7;0;0;397764.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;7;0;0;385124.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;6;0;0;388356.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;438;1;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;11;39;0;1129690.00;1;72162.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;11;39;0;1134424.00;1;72464.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;15;39;0;1185121.00;1;56335.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;438;2;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;518917.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;502427.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;5;0;0;506643.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;439;1;Autres interventions extraoculaires, âge supérieur à 17 ans, en ambulatoire;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;2;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;112450.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;112921.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;114663.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
